auc_judd,cc,mae,nss,sim
0.8130340011862818,0.5505260467522803,0.1818160300395024,1.3252300577211944,0.48925141788629917
0.9044777947148599,0.7145429130759257,0.07673520349545859,2.1007449258735,0.5262546143893063
0.9134420249243168,0.7915856864822196,0.046761017933281246,2.87991520400062,0.4811884508914592
0.9663070285076473,0.8091589074683325,0.059399152336265415,3.8972726588875792,0.5031026908577808
0.9058208712396741,0.7828650966975333,0.08233329304071955,3.4724412478984736,0.3736011328384306
0.8878284724863951,0.6730931634107424,0.15464925185963016,1.83607071236929,0.470098069287772
0.9454553124311834,0.7421531756335967,0.10156145917959648,3.1187304528682365,0.4054322825887603
0.8668254933960134,0.6088757324636292,0.08921454290736801,2.961282357992937,0.33667746323533804
0.8863555727938044,0.6530959418787982,0.10335402583372975,1.7117168914125092,0.5776915879233905
0.7858908423426857,0.3997137262240119,0.19358219540166413,1.2180448836762412,0.3501453127930384
0.7634402713183114,0.45902532564857657,0.17362032039359188,1.3646228564007132,0.37180021349483144
0.9314871342571573,0.8484184077102851,0.06432924992890977,3.0749115235127724,0.5361517724602308
0.8992172923115812,0.7302444994173599,0.12387349663422911,2.3037561311627757,0.47819492003291464
0.7963552559244209,0.34803883418735326,0.18044640417040822,0.958449864087082,0.3538034247714673
0.8941291184459703,0.5656817107033315,0.0766922611183352,1.848397986402924,0.40597818363780264
0.7981677445819639,0.5644245053947401,0.18729084898476234,1.1362525839393864,0.5278599452592428
0.8837502695362762,0.5629571938230693,0.1831174392540799,1.7669647635821701,0.43832977141526014
0.8221959407904776,0.5256567615889407,0.2663368366699797,1.1924515371233277,0.4590616188259486
0.9417020441584573,0.6168443916922576,0.12274521574342569,2.4396372890114137,0.44204140490450716
0.742149186005331,0.3225688665123973,0.11181009971185273,0.7664935453950932,0.42889084718837
0.8586317583902732,0.6484097489766321,0.07455260944662216,2.217929297395543,0.5225927415353102
0.8205444522473802,0.6598731266666058,0.08686972012143557,1.693755328532979,0.48438033094594946
0.8812546234597206,0.6679287063014665,0.15142035045109054,1.7446342857435382,0.539187837898215
0.9550516047212603,0.7530808218324906,0.052712490684272556,3.891558560162835,0.4736523382889175
0.8575821557978787,0.5359920020966472,0.20483148059560502,1.5174847085374719,0.5288810101707936
0.968777410681455,0.588632586610986,0.157504655839285,2.8913420456127086,0.34261010619085014
0.8972587819326138,0.6228644626404207,0.13229529974552992,1.7502172771656213,0.4747558495721276
0.9125489456274088,0.7219324854294545,0.10363790490923633,2.5697316016689356,0.47499551963652464
0.9753091507411288,0.6616485301558153,0.07167464660998187,3.8156806525224694,0.3744731329632629
0.8591517316109899,0.542881265330248,0.22165953149678944,1.3936633130633207,0.48751653968386255
0.8716508334965664,0.738490987209523,0.10340273955870762,2.3559796066375203,0.4861480791303266
0.9382927752907666,0.7564590088318967,0.09637284381992588,3.162229018070871,0.4162197762879629
0.9155502818823258,0.6908509194894343,0.16282802098812202,1.985167048286168,0.48910602368178485
0.9015164308827094,0.6267756130968835,0.09125767543581655,2.126542420272374,0.47306807495639464
0.8044263564501635,0.4711852706327268,0.22758339882791914,1.1561240431586983,0.4534971515828205
0.7809330683847775,0.3671909715621018,0.15204796120538797,0.8922597367709039,0.39843306815605933
0.8541634153077223,0.43300483218499497,0.06602216862964948,1.245559126951897,0.4415846292178727
0.921774289836151,0.8162536768606151,0.054792484426895965,3.1088483725089437,0.4957184574274698
0.8037250349618336,0.44286152424749387,0.13055521276690155,1.1549846738239358,0.4071072024929992
0.7498578180529959,0.39312315464150843,0.2356968813785215,0.9847360787817185,0.38040815287916047
0.8728634081560345,0.581967987944138,0.13027108150590025,2.055506015598084,0.4351593870400088
0.8410291299998305,0.5592948471946688,0.09982524747113276,2.095538735595916,0.3723627489620973
0.8928927014748773,0.736932774434936,0.06695446186502647,2.513615731693452,0.5223112831798791
0.7891171046033026,0.31981155811905093,0.27887529616990936,1.0301526390832834,0.3012439109565746
0.8519542442555266,0.596255616077073,0.17631895612733892,1.8846086525666357,0.4070211262145113
0.7921666487055284,0.6015024872615294,0.061289443426151724,3.5653716789765872,0.29573568042815535
0.8504387042625834,0.5020553303727554,0.15562841383950607,1.5777281959876397,0.3474300378715584
0.913284497253426,0.7403738195535059,0.09653435383918359,2.690863446534196,0.4519458103640954
0.956716844175129,0.7756267554048072,0.10079396251256664,3.078310605415426,0.525032972660004
0.8921036221199665,0.6124924040422121,0.18755307573055563,1.9624775244444799,0.41254894055915814
0.8504201601720973,0.6134674956416207,0.07720818465746992,1.8053678090150411,0.43881784823594067
0.9264402915205262,0.7781150329929818,0.07294432291050768,2.4972568685428715,0.5536494729621535
0.9008352158773506,0.47617278854389244,0.193631104203791,2.0478854993647415,0.3360245761782833
0.8645613029720974,0.4239376362024466,0.18056980193605873,1.5111726061356885,0.3950244133865052
0.9157579872259948,0.4477450246119078,0.18658308994186293,2.082108920200307,0.368525605703555
0.8032397076274195,0.6804151668305568,0.06375978683689978,3.2719038010162254,0.3540887218765921
0.914343141656948,0.7735900726319298,0.13567617118165426,1.9647654030194712,0.5387942398803783
0.9686813069608946,0.8237950342322744,0.04667889810133688,4.306460889118992,0.44827885239351145
0.9148010702204952,0.5540460528691156,0.1295999635985577,1.9596863368206028,0.5242209395476605
0.9300855858699153,0.6981804547459319,0.10823263387544181,2.2493989762086732,0.49716048659838163
0.74494891358164,0.39503705047052656,0.20550777807597032,0.9201795740201597,0.4061079055070426
0.8017952111902806,0.6328286449816071,0.19267554714589466,1.0825187862685828,0.5955386143566268
0.8994749027269254,0.6966259573272161,0.09405467273103152,2.122081567925814,0.5094782216687693
0.8344950406436658,0.7364696650356377,0.14760830581222267,1.8790915797310894,0.47776163208219385
0.8471756317445428,0.6108572648216014,0.10448252354951454,1.5544558968569913,0.5244034931991446
0.8997420743493707,0.7908815025995469,0.05699923506202234,2.9734272344249972,0.47061632558532723
0.9462666962568306,0.7292258913735148,0.0612588823728131,3.53365230817405,0.44851275122545714
0.725851425090192,0.5304073825085187,0.20506654922949932,1.052078677585302,0.4649993755576331
0.8915549298974701,0.5930579071876748,0.14886428596670007,1.9965319988516226,0.49944778385795274
0.9391725541691587,0.7832296930700494,0.10081487391122403,2.6515622724781975,0.4564880193298965
0.7962202094811166,0.5521765670523596,0.14043456291390313,1.7547964429133347,0.37994109065304105
0.7472266927808358,0.38700570801207285,0.24475028892688316,0.883541238891913,0.44934730867138795
0.7538366617866461,0.3143144900839123,0.11233442372155804,0.8187732084595432,0.3398231802280033
0.848488926811862,0.8383834272786371,0.0499464010172049,3.6453082799851,0.4846643671347295
0.8785646321977437,0.7880215363981359,0.056507054235139145,2.2449360355818824,0.5843872783977752
0.9491376586565432,0.6504121162727282,0.12318829256046185,3.355188387037842,0.357259631825669
0.9156856621294118,0.6085200559205336,0.1333951675616016,2.169273954336389,0.4327149553596402
0.8882337113926924,0.6425144133818406,0.14468407221421214,2.0799533184076084,0.4759735614883717
0.8879471018858069,0.6045550713145029,0.22520039302949574,1.7466720285821535,0.48562829685893727
0.8696374419991018,0.43648119851740685,0.12321737265831421,1.6272076126578423,0.3605297698069369
0.8378987627705782,0.6069564308577973,0.13978171433094647,1.7290861671021136,0.42877018075150414
0.8931618175522131,0.5876361021090049,0.15513508736504245,1.766394040395065,0.4660937704708218
0.9043421879999642,0.6138393642946084,0.08721148690453132,2.1236239063197977,0.4463958588509358
